"","Date","Contributor","Address","City","State","Zip","Occupation","Employer","Principal Officer","Amount","CPF ID","Recipient","Tender Type ID","Tender Type Description","Record Type ID","Record Type Description","Source Description","Year","Question","Category_PID"
"211","10/11/2022","Appletown Market","9 Main Street","Sterling","MA","01564",NA,NA,NA,2000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"212","10/11/2022","Blanchards - Brockton","102 Westgate Drive","Brockton","MA","02301",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"213","10/11/2022","Borderline Discount Liquors & Tobacco","464 North Franklin Street","Holbrook","MA","02343",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"214","10/11/2022","Djay Liquors","93 Taunton Street, Plainville Commons","Plainville","MA","02762",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"215","10/11/2022","Family Foods","348-350 East Falmouth Hwy","East Falmouth","MA","02536",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"216","10/11/2022","Hanson Market & Liquors","12 Monponsett Street","Hanson","MA","02341",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"217","10/11/2022","Jamie's Plaza Liquors","10 Merchant Way","Middleboro","MA","02346",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"218","10/11/2022","Jan's Package Store","385 Main Street","Cherry Valley","MA","01611",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"219","10/11/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,5400,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"220","10/11/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"221","10/11/2022","Kappy's","10 Revere Beach Pwy","Medford","MA","02155",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"222","10/11/2022","Kappy's","21 Spring Bars Road","Falmouth","MA","02540",NA,NA,NA,255,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"223","10/11/2022","Kappy's","104 Washington St","Norwell","MA","02061",NA,NA,NA,1313.25,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"224","10/11/2022","Lynn Liquor Mart","825 Boston Street","Lynn","MA","01905",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"225","10/11/2022","M&m Convenience","106 Main Street","Princeton","MA","01541",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"226","10/11/2022","Macy's Liquor","4 South Main Street","West Bridgewater","MA","02379",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"227","10/11/2022","One Stop Discount Beer & Wine","147 Highland Street","Worcester","MA","01609",NA,NA,NA,2000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"228","10/11/2022","Silva's Discount Liquors","452 Mount Pleasant Street","New Bedford","MA","02746",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"229","10/11/2022","Super Liquors","784 Water Street","Fitchburg","MA","01420",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"230","10/11/2022","Temple Liquors","42 Temple Street","Whitman","MA","02382",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"231","10/11/2022","Topps Liquor","128 Water Street","Fitchburg","MA","01420",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"232","10/11/2022","Town Line Liquors","1524 Vfw Parkway, Unit A","West Roxbury","MA","02132",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"233","10/11/2022","Whitman Liquors","682 Bedford Street","Whitman","MA","02382",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"234","10/11/2022","Wyman's Liquors","30 Pleasant Street","Leominster","MA","01453",NA,NA,NA,3000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"235","10/7/2022","Moonshine Liquors","931 Route 28","South Yarmouth","MA","02664",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"236","10/4/2022","Chris Gasbarro's Fine Wine & Spirits","98 Highland Avenue","Seekonk","MA","02771",NA,NA,NA,1727.5,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"237","10/4/2022","Yankee Spirits","376 Main Street","Sturbridge","MA","01566",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"238","10/4/2022","Yankee Spirits","628 Washington Street","Attleboro","MA","02703",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"239","10/4/2022","Yankee Spirits","207 Swansea Mall Drive","Swansea","MA","02777",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"240","10/4/2022","Yankee Spirits","942 Boston Providence Highway","Norwood","MA","02062",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"241","10/3/2022","Dubs's Liquors and Fine Wines","30 Chauncy Street","Mansfield","MA","02048",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"242","10/3/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,300,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"243","10/3/2022","Kurt's Corner liquor and discount tobacco","353 Wareham Street","Middleboro","MA","02346",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"244","10/3/2022","Plymouth Liquors & Convenience","91 Carver Road","Plymouth","MA","02360",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"245","10/3/2022","Russo's Fine Wine & Spirits","455 Bedford Street","Bridgewater","MA","02324",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"246","10/3/2022","Shubie's Marketplace","16 Atlantic Avenue","Marblehead","MA","01945",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"247","9/30/2022","Andy's Market","425 Nathan Ellis Hwy","Mashpee","MA","02649",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"248","9/30/2022","Burton's Liquors","355 Washington Street","Newton","MA","02458",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"249","9/30/2022","Canterbury Market","311 Cotuit Rd","Sandwich","MA","02563",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"250","9/30/2022","Cape Cod Package Store","1495 Falmouth Rd","Centerville","MA","02632",NA,NA,NA,1065,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"251","9/30/2022","Cardosa's Wine & Spirits","154-a Faunce Corner Road","Dartmouth","MA","02747",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"252","9/30/2022","Chris Gasbarro's Fine Wine & Spirits","98 Highland Ave","Seekonk","MA","02771",NA,NA,NA,560,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"253","9/30/2022","Danny's Liquors","474 Boston Post Road","Sudbury","MA","01776",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"254","9/30/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,851.8,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"255","9/30/2022","Hops & Malts Liquor","449 Broadway","Lynnfield","MA","01940",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"256","9/30/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,600,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"257","9/30/2022","Main Street Wine & Spirits","197 Main Street","Ashland","MA","01721",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"258","9/30/2022","Teaticket Market","125 Teaticket Highway","Teaticket","MA","02536",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"259","9/30/2022","Town Liquor","511 State Road","North Dartmouth","MA","02747",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"260","9/30/2022","Wachusett Wine & Spirits","315 B Grove Street","Worcester","MA","01605",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"261","9/30/2022","Wine Connextion","117 Main Street","North Andover","MA","01845",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"262","9/27/2022","Austin Liquors","117 Gold Star Blvd","Worcester","MA","01606",NA,NA,NA,2750,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"263","9/27/2022","Copeland Package Store","273 Copeland Street","Quincy","MA","02169",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"264","9/27/2022","Curtis Liquors","486 Columbian Street","Weymouth","MA","02190",NA,NA,NA,3650,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"265","9/27/2022","Eddie's Package Store","896 Allen Street","Springfield","MA","01118",NA,NA,NA,200,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"266","9/27/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,1364.01,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"267","9/27/2022","Liquor World","750 S. Main Street","Sharon","MA","02067",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"268","9/27/2022","Meetinghouse Wine & Spirits","263 Cotuit Rd","Sandwich","MA","02563",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"269","9/26/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,1850,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"270","9/26/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"271","9/26/2022","Wollaston Wine & Spirits","58-60 Beale Street","Quincy","MA","02170",NA,NA,NA,288,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"272","9/22/2022","44 North","56 South 11th Street 2c","Brooklyn","NY","11793",NA,NA,NA,300,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"273","9/22/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"274","9/22/2022","M & M Liquors","21 Temple Street","Framingham","MA","01702",NA,NA,NA,100,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"275","9/22/2022","Pennies Market, Wine & Spirits","68 Shank Painter Road","Provincetown","MA","02657",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"276","9/19/2022","Cmp Beverage Inc.","416 Watertown Street","Newton","MA","02458",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"277","9/19/2022","D & L Liquors","119 River Street","Waltham","MA","02453",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"278","9/19/2022","Dion & Leahan, Inc.","850 Lexington Street","Waltham","MA","02452",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"279","9/19/2022","Nasty Nonni's Wine & Spirits","325 Main Street","Saugus","MA","01906",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"280","9/19/2022","S & L Liquors","485 Main Street","Woburn","MA","01801",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"281","9/19/2022","Slj Beverage, Inc.","4 South Avenue","Natick","MA","01760",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"282","9/19/2022","Westminster Liquors","71 Main Street","Westminster","MA","01473",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"283","9/19/2022","Windmill Liquors","28 Route 6a","Orleans","MA","02653",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q3 2022","Corporate"
"284","9/14/2022","Julio's Liquors","140 Turnpike Road","Westborough","MA","01581",NA,NA,NA,2800,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"285","9/13/2022","21st Century Wine Co.","20 Sycamore Avenue","Medford","MA","02155",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"286","9/13/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"287","9/13/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,2380.19,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"288","9/13/2022","Julio's Liquors","140 Turnpike Road","Westborough","MA","01581",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"289","9/13/2022","Locke Liquor Store","48 Broadway","Malden","MA","02148",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"290","9/13/2022","Mvp Liquors","2153 Mystic Valley Parkway","Medford","MA","02155",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"291","9/13/2022","Route 1 Liquors","174 Newburyport Tpke, Suite 1","Rowley","MA","01969",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"292","9/13/2022","Starl Liquors","13 McGrath Highway","Somerville","MA","02143",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"293","9/9/2022","Marty's Fine Wines","675 Washington Street","Newton","MA","02458",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"294","9/7/2022","Deerfield Spirit Shoppe, Inc.","257 West Gill Road","Gill","MA","01376",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"295","9/7/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"296","9/7/2022","Huntington Market, Inc.","301 Huntington Avenue","Boston","MA","02115",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"297","9/7/2022","Huntington Market, Inc.","301 Huntington Avenue","Boston","MA","02115",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"298","9/7/2022","Latitude Beverage company","177 Huntington Ave., Ste.1703","Boston","MA","02115",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"299","9/7/2022","Locke Liquor Store","48 Broadway","Malden","MA","02148",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"300","9/7/2022","Mvp Liquors","2153 Mystic Valley Parkway","Medford","MA","02155",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"301","9/7/2022","Starl Liquors","13 McGrath Highway","Somerville","MA","02143",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Sept 20th Report","2022","Q3 2022","Corporate"
"302","9/2/2022","Five Star Liquors","197 Worcester Street","North Grafton","MA","01536",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"303","9/1/2022","Baystate Wine Company","Pob 310, 321 Manley Street","West Bridgewater","MA","02379",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"304","9/1/2022","Four Seasons Wine & Liquor","Pob 339, 333 Russell Street","Hadley","MA","01035",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"305","9/1/2022","Gary's Liquors","655 Vfw Parkway","Chestnut Hill","MA","02467",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"306","9/1/2022","Gordon's Fine Wine & Liquors","894 Main Street","Waltham","MA","02451",NA,NA,NA,6000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"307","8/29/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"308","8/29/2022","H&b Wine & Spirits","725 Grafton Street, Suite 2","Worcester","MA","01604",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"309","8/29/2022","Jay's Wine & Spirits","340 Rhode Island Avenue","Fall River","MA","02720",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"310","8/29/2022","Kappy's Liquors","21 Spring Bars Road","Falmouth","MA","02540",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"311","8/29/2022","Kappy's Wine & Spirits","104 Waashington Street","Norwell","MA","02061",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"312","8/29/2022","Liquor Locker","287 Main Street","Gloucester","MA","01930",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"313","8/29/2022","Liquor Locker","287 Main Street Gloucester","Gloucester","MA","01930",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"314","8/29/2022","Locke Liquor Store","48 Broadway","Malden","MA","02148",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"315","8/29/2022","Marshfield Blanchard's","700 Plain Street","Marshfield","MA","02020",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"316","8/29/2022","Maynard Wine & Spirits","4 Digital Way, Suite 3","Maynard","MA","01754",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"317","8/29/2022","Mvp Liquors","2153 Mystic Valley Parkway","Medford","MA","02153",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"318","8/29/2022","Seekonk Liquors","98 Highland Avenue","Seekonk","MA","02771",NA,NA,NA,3000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"319","8/29/2022","Star Wine & Spirit","250 Hartford Avenue","Bellingham","MA","02019",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"320","8/29/2022","Starl Liquors","13 McGrath Highway","Somerville","MA","02143",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
